Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
10803,"Delgado, Antonio",21916,117,2021,NY,19,1,2018,0,55,0,0,27,0,1,1,0,3025,0,0,0,0,1,0,0,0,0,0,2,232,53,100,"DELGADO, Antonio",D000630,1977,,1,0,0,0,0,24,3,2,2,2,0,0,0,0,0,2.002326,1,0,0,0,0,24,3,3,3,3,0,0,0,0,0,1.488696,1.438101,1.035181,2,25,3,3,3,3,25,2,3,2,2,1.396366,1.433955,2,2,,84
10804,"Demings, Val",21713,117,2021,FL,10,1,2016,1,64,0,0,27,0,1,1,0,4096,0,0,0,0,1,0,0,0,0,0,3,232,81,100,"DEMINGS, Valdez Butler",D000627,1957,,0,0,0,0,0,13,3,3,2,0,1,1,1,1,0,1.434939,0,0,0,0,0,13,3,3,2,0,1,1,1,1,0,1.252709,1.444895,0.866989,2,14,3,4,4,0,14,3,4,4,0,1.415783,1.013530,2,1,,107
10805,"DeSaulnier, Mark",21504,117,2021,CA,11,1,2014,0,73,-1,0,53,0,1,0,0,5329,1,0,1,1,1,0,0,0,0,0,4,232,94,100,"DESAULNIER, Mark James",D000623,1952,,1,1,1,1,1,37,2,0,0,0,1,1,1,1,0,1.274674,1,1,1,1,1,37,2,1,1,1,1,1,1,1,0,1.439407,1.451689,0.991539,2,39,3,4,3,2,39,2,4,2,1,1.435199,0.888151,2,0,,87
10806,"DesJarlais, Scott",21179,117,2021,TN,4,0,2010,0,67,1,0,9,0,0,0,0,4489,0,0,0,0,0,0,0,1,1,0,6,222,182,200,"DESJARLAIS, Scott",D000616,1964,,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.086729,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.086729,0.592429,0.146396,1,10,0,0,0,0,10,0,0,0,0,0.552426,0.156997,1,0,,187
10807,"Deutch, Theodore E.",20959,117,2021,FL,22,1,2018,0,59,0,0,27,0,1,0,0,3481,0,1,1,0,1,0,0,0,0,0,2,232,120,100,"DEUTCH, Theodore E. (Ted)",D000610,1966,,0,0,0,0,0,23,3,4,2,0,0,0,0,0,0,1.024345,0,0,0,0,0,23,3,5,3,1,0,0,0,0,0,1.248565,2.822075,0.442428,1,23,3,3,5,1,23,2,3,4,0,3.350776,0.305704,1,3,,109
10808,"Diaz-Balart, Mario",20316,117,2021,FL,25,0,2002,0,100,0,0,27,0,0,0,1,10000,1,0,1,0,0,0,0,0,1,0,10,222,173,200,"DIAZ-BALART, Mario",D000600,1961,,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.105584,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.105584,0.619606,0.170404,1,12,0,0,0,0,12,0,0,0,0,0.630091,0.167569,1,0,,182
10809,"Dingell, Debbie",21529,117,2021,MI,12,1,2014,1,66,0,0,14,0,0,0,0,4356,0,0,0,0,1,1,0,0,0,0,4,232,30,100,"DINGELL, Debbie",D000624,1953,,0,0,0,0,0,38,3,1,1,1,2,2,2,2,0,2.540955,0,0,0,0,0,38,3,1,1,1,2,2,2,2,0,1.947406,1.041091,1.870543,3,40,3,5,3,1,40,3,5,3,1,1.001715,2.536604,3,2,,48
10810,"Doggett, Lloyd",29571,117,2021,TX,35,1,1994,0,65,0,0,36,0,1,0,0,4225,1,0,1,0,1,0,0,0,0,0,14,232,44,100,"DOGGETT, Lloyd Alton, II",D000399,1946,,2,1,1,1,1,28,1,1,0,0,1,0,1,1,1,2.136411,2,1,1,1,1,28,1,1,0,0,1,0,1,1,1,1.191016,1.519630,0.783754,2,31,2,2,3,2,31,2,2,3,2,1.629361,1.311196,2,1,,118
10811,"Donalds, Byron",22111,117,2021,FL,19,0,2020,0,61,1,0,27,0,0,1,0,3721,0,0,1,0,0,0,0,1,1,1,1,222,101,200,"DONALDS, Byron",D000032,1978,,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0.409522,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0.396868,0.558459,0.710649,2,26,0,1,1,0,26,0,1,1,0,0.455345,0.899368,2,,,115
10812,"Doyle, Michael",29561,117,2021,PA,18,1,1994,0,69,0,0,18,0,1,0,0,4761,0,0,0,0,1,0,0,0,0,0,14,232,133,100,"DOYLE, Michael F.",D000482,1953,,1,1,1,1,1,13,2,2,2,0,0,0,0,0,0,0.857827,1,1,1,1,1,13,2,3,3,1,0,0,0,0,0,1.022560,1.519630,0.672901,2,14,4,3,4,2,14,3,3,3,1,1.629361,0.526481,2,1,,132
10813,"Duncan, Jeff",21174,117,2021,SC,3,0,2010,0,71,1,0,7,0,0,0,0,5041,0,0,1,0,0,0,0,1,1,0,6,222,51,200,"DUNCAN, Jeff",D000615,1966,,2,2,2,2,2,23,1,1,0,0,0,0,0,0,0,0.722676,2,2,2,2,2,23,1,1,0,0,0,0,0,0,0,0.540433,0.592429,0.912231,2,25,2,3,3,2,25,2,3,3,2,0.552426,1.308187,2,0,,87
10814,"Dunn, Neal",21714,117,2021,FL,2,0,2016,0,98,1,0,27,0,0,0,0,9604,0,0,0,0,0,0,0,1,1,0,3,222,181,200,"DUNN, Neal Patrick",D000628,1953,,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.086729,1,0,0,0,0,9,0,1,1,1,0,0,0,0,0,0.421045,0.572047,0.736032,2,10,1,0,1,1,10,0,0,0,0,0.494177,0.175503,1,1,,106
10815,"Ellzey, Jake",22160,117,2021,TX,6,0,2021,0,53,1,0,36,0,0,0,0,2809,0,0,1,0,0,0,0,1,1,1,1,222,118,200,"ELLZEY, Jake",E000071,1970,,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0.312445,1,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0.450353,0.558459,0.806422,2,4,1,1,1,1,4,1,1,1,0,0.455345,0.686173,2,,,101
10816,"Emmer, Tom",21531,117,2021,MN,6,0,2014,0,66,0,0,8,0,0,0,0,4356,0,0,1,0,0,0,1,1,1,0,4,222,64,200,"EMMER, Thomas Earl II",E000294,1961,,1,1,1,1,1,31,1,1,0,0,0,0,0,0,0,0.627375,1,1,1,1,1,31,1,2,2,2,0,0,0,0,0,1.132665,0.578841,1.956781,3,32,3,2,3,3,32,1,2,2,1,0.513593,1.221541,2,0,,28
10817,"Escobar, Veronica",21917,117,2021,TX,16,1,2018,1,65,0,0,36,0,0,0,1,4225,0,0,0,0,1,0,0,0,0,0,2,232,123,100,"ESCOBAR, Veronica",E000299,1969,,2,0,0,0,0,20,3,4,2,0,0,0,0,0,0,0.999835,2,0,0,0,0,20,3,5,3,2,0,0,0,0,0,1.404356,1.027503,1.366766,2,22,3,3,5,2,22,2,3,4,0,0.962883,1.038376,2,2,,90
10818,"Eshoo, Anna",29312,117,2021,CA,18,1,1992,1,63,0,0,53,0,1,0,0,3969,0,0,0,0,1,0,0,0,0,0,15,232,66,100,"ESHOO, Anna Georges",E000215,1942,,1,0,0,0,0,29,4,4,3,0,1,0,1,1,0,1.698194,1,0,0,0,0,29,4,4,3,0,1,0,1,1,0,1.473571,1.526424,0.965374,2,31,4,4,5,0,31,4,4,5,0,1.648777,1.029972,2,2,,85
10819,"Espaillat, Adriano",21715,117,2021,NY,13,1,2016,0,91,-1,0,27,0,0,1,0,8281,1,0,1,0,1,0,0,0,0,0,3,232,147,100,"ESPAILLAT, Adriano J.",E000297,1954,,1,0,0,0,0,33,2,2,1,0,0,0,0,0,0,0.759676,1,0,0,0,0,33,2,2,1,0,0,0,0,0,0,0.704628,1.034297,0.681263,2,34,1,2,2,0,34,1,2,2,0,0.982299,0.773366,2,1,,167
10820,"Estes, Ron",21750,117,2021,KS,4,0,2017,0,64,1,0,4,0,0,0,0,4096,1,0,0,0,0,0,0,1,1,0,3,222,128,200,"ESTES, Ron",E000298,1956,,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0.268116,0,0,0,0,0,11,1,2,1,1,0,0,0,0,0,0.589777,0.572047,1.030995,2,11,1,1,2,1,11,0,1,1,0,0.494177,0.542550,2,0,,78
10821,"Evans, Dwight",21566,117,2021,PA,3,1,2016,0,91,0,0,18,0,0,1,0,8281,1,0,1,0,1,0,0,0,0,0,3,232,184,100,"EVANS, Dwight",E000296,1954,,0,0,0,0,0,9,2,1,1,0,0,0,0,0,0,0.452994,0,0,0,0,0,9,2,2,2,1,0,0,0,0,0,0.744915,1.034297,0.720214,2,9,2,2,2,1,9,1,2,1,0,0.982299,0.461156,1,0,,159
10822,"Fallon, Pat",22112,117,2021,TX,4,0,2020,0,75,1,0,36,0,0,0,0,5625,0,0,1,0,0,0,0,1,1,1,1,222,168,200,"FALLON, Pat",F000246,1967,,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.122552,0,0,0,0,0,13,0,1,1,1,0,0,0,0,0,0.456868,0.558459,0.818087,2,13,1,0,1,1,13,0,0,0,0,0.455345,0.269142,1,,,100
10823,"Feenstra, Randy",22113,117,2021,IA,4,0,2020,0,62,0,0,4,0,0,0,0,3844,0,0,1,0,0,0,0,1,1,1,1,222,91,200,"FEENSTRA, Randy",F000446,1969,,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.442539,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.400146,0.558459,0.716518,2,17,1,1,1,0,17,1,1,1,0,0.455345,0.971878,2,,,114
10824,"Ferguson, Drew",21717,117,2021,GA,3,0,2016,0,65,1,0,14,0,0,0,0,4225,1,0,0,0,0,0,1,1,1,0,3,222,134,200,"FERGUSON, Anderson Drew IV",F000465,1967,,2,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0.256741,2,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0.214347,0.572047,0.374702,1,8,1,0,1,0,8,1,0,1,0,0.494177,0.519533,2,0,,157
10825,"Finstad, Brad",22167,117,2021,MN,1,0,2022,0,51,1,0,8,0,0,0,0,2601,0,0,1,0,0,0,0,1,1,1,1,222,221,200,"FINSTAD, Brad",F000475,1976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.558459,0.000000,1,0,0,0,0,0,0,0,0,0,0,0.455345,0.000000,1,,,221
10826,"Fischbach, Michelle",22114,117,2021,MN,7,0,2020,1,53,1,0,8,0,0,0,0,2809,1,0,1,0,0,0,0,1,1,1,1,222,30,200,"FISCHBACH, Michelle",F000470,1965,,4,4,4,3,3,13,1,1,1,0,0,0,0,0,0,0.951752,4,4,4,4,4,13,1,1,1,0,0,0,0,0,0,0.706128,0.558459,1.264423,2,17,5,5,5,4,17,4,5,5,3,0.455345,2.090180,3,,,62
10827,"Fitzgerald, Scott",22115,117,2021,WI,5,0,2020,0,60,1,0,8,0,0,0,0,3600,0,0,1,0,0,0,0,1,1,1,1,222,69,200,"FITZGERALD, Scott",F000471,1963,,0,0,0,0,0,14,2,2,1,0,0,0,0,0,0,0.578676,0,0,0,0,0,14,2,2,1,0,0,0,0,0,0,0.523628,0.558459,0.937630,2,14,1,2,2,0,14,1,2,2,0,0.455345,1.270853,2,,,91
10828,"Fitzpatrick, Brian",21718,117,2021,PA,1,0,2016,0,57,0,0,18,0,0,0,0,3249,0,0,0,0,0,0,0,0,1,0,3,222,157,200,"FITZPATRICK, Brian K.",F000466,1973,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.179115,0,0,0,0,0,19,0,1,1,1,0,0,0,0,0,0.513431,0.572047,0.897532,2,19,1,0,1,1,19,0,0,0,0,0.494177,0.362451,1,0,,92
10829,"Fleischmann, Charles",21178,117,2021,TN,3,0,2010,0,67,0,0,9,0,0,0,0,4489,1,0,0,0,0,0,0,1,1,0,6,222,117,200,"FLEISCHMANN, Chuck",F000459,1962,,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.319987,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.277593,0.592429,0.468568,1,4,1,1,1,0,4,1,1,1,0,0.552426,0.579240,2,0,,138
10830,"Fletcher, Lizzie",21919,117,2021,TX,7,1,2018,1,51,0,1,36,0,0,0,0,2601,0,0,0,0,1,0,0,0,0,0,2,232,56,100,"FLETCHER, Elizabeth",F000468,1975,,0,0,0,0,0,16,3,3,3,1,1,0,1,1,0,1.971220,0,0,0,0,0,16,3,3,3,1,1,0,1,1,0,1.377671,1.027503,1.340796,2,17,4,3,4,1,17,4,3,4,1,0.962883,2.047207,3,1,,93
10831,"Flood, Mike",22166,117,2021,NE,1,0,2022,0,53,0,1,3,0,0,0,0,2809,0,0,1,0,0,0,0,1,1,1,1,222,217,200,"FLOOD, Mike",F000474,1975,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0.558459,0.016881,1,1,0,0,0,0,1,0,0,0,0,0.455345,0.020703,1,,,217
10832,"Flores, Mayra",22165,117,2021,TX,34,0,2022,1,51,0,1,36,0,0,0,1,2601,0,0,0,0,0,0,0,0,1,1,1,222,212,200,"FLORES, Mayra",F000473,1986,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.018854,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.018854,0.558459,0.033761,1,2,0,0,0,0,2,0,0,0,0,0.455345,0.041406,1,,,212
10833,"Fortenberry, Jeff",20518,117,2021,NE,1,0,2004,0,60,0,0,3,0,0,0,0,3600,1,0,0,0,0,0,0,0,1,0,9,222,112,200,"FORTENBERRY, Jeff",F000449,1960,,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0.338841,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0.296447,0.612812,0.483750,1,6,1,1,1,0,6,1,1,1,0,0.610674,0.554864,2,1,,133
10834,"Foster, Bill",20749,117,2021,IL,11,1,2012,0,63,0,0,18,0,1,0,0,3969,0,0,0,0,1,0,0,0,0,0,5,232,107,100,"FOSTER, Bill",F000454,1955,,1,1,1,1,1,35,4,4,0,0,0,0,0,0,0,1.158337,1,1,1,1,1,35,4,5,1,1,0,0,0,0,0,1.357241,1.458483,0.930584,2,36,2,5,6,2,36,1,5,5,1,1.454615,0.796319,2,1,,96
10835,"Foxx, Virginia",20521,117,2021,NC,5,0,2004,1,67,1,0,13,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,9,222,23,200,"FOXX, Virginia Ann",F000450,1943,,1,0,1,1,1,16,1,1,1,1,0,0,0,0,0,1.148537,1,0,1,1,1,16,1,1,1,1,0,0,0,0,0,0.639769,0.612812,1.043989,2,17,2,1,2,2,17,2,1,2,2,0.610674,1.880768,3,1,,70
10836,"Frankel, Lois",21321,117,2021,FL,21,1,2012,1,59,0,0,27,0,0,0,0,3481,1,0,1,0,1,0,0,0,0,0,5,232,182,100,"FRANKEL, Lois",F000462,1948,,1,0,1,1,0,10,2,2,0,0,0,0,0,0,0,0.464273,1,0,1,1,1,10,2,2,0,0,0,0,0,0,0,0.466547,1.047885,0.445227,1,11,1,2,3,1,11,1,2,3,0,1.021131,0.454666,1,0,,195
10837,"Franklin, C. Scott",22116,117,2021,FL,15,0,2020,0,55,1,0,27,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,1,1,222,138,200,"FRANKLIN, C. Scott",F000472,1964,,2,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0.248020,2,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0.163225,0.558459,0.292278,1,10,1,1,1,1,10,1,1,1,1,0.455345,0.544686,2,,,167
10838,"Fudge, Marcia",20941,117,2021,OH,11,1,2008,1,80,-1,0,16,0,0,1,0,6400,0,0,0,0,1,0,0,0,0,0,7,232,232,100,"FUDGE, Marcia L.",F000455,1952,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,1.061473,0.000000,1,0,0,0,0,0,0,0,0,0,0,1.059964,0.000000,1,1,,232
10839,"Fulcher, Russ",21920,117,2021,ID,1,0,2018,0,68,1,0,2,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,2,222,103,200,"FULCHER, Russell",F000469,1973,,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0.402149,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0.389495,0.565253,0.689064,2,7,0,3,1,0,7,0,3,1,0,0.474761,0.847057,2,0,,118
10840,"Gaetz, Matt",21719,117,2021,FL,1,0,2016,0,65,1,-1,27,0,0,0,0,4225,0,0,1,0,0,0,0,1,1,0,3,222,178,200,"GAETZ, Matthew L. II",G000578,1982,,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.096156,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.096156,0.572047,0.168092,1,11,0,0,0,0,11,0,0,0,0,0.494177,0.194579,1,0,,186
10841,"Gallagher, Mike",21720,117,2021,WI,8,0,2016,0,64,0,0,8,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,0,3,222,83,200,"GALLAGHER, Michael",G000579,1984,,3,2,2,0,0,44,0,0,0,0,0,0,0,0,0,0.486216,3,2,2,2,2,44,0,0,0,0,0,0,0,0,0,0.588524,0.572047,1.028803,2,47,2,2,2,2,47,0,2,2,0,0.494177,0.983890,2,1,,80
10842,"Gallego, Ruben",21502,117,2021,AZ,7,1,2014,0,77,0,0,9,0,1,0,1,5929,0,0,1,0,1,0,0,0,0,0,4,232,83,100,"GALLEGO, Ruben",G000574,1979,,0,0,0,0,0,26,6,4,3,0,0,0,0,0,0,1.428100,0,0,0,0,0,26,6,4,3,2,0,0,0,0,0,1.648868,1.451689,1.135827,2,26,3,6,4,2,26,3,6,4,0,1.435199,0.995054,2,3,,69
10843,"Garamendi, John",20958,117,2021,CA,3,1,2009,0,55,0,0,53,0,1,0,0,3025,0,0,1,1,1,0,0,0,0,0,7,232,76,100,"GARAMENDI, John",G000559,1945,,0,0,0,0,0,45,1,0,0,0,2,1,2,2,0,1.505171,0,0,0,0,0,45,1,1,1,1,2,1,2,2,0,1.669912,1.472072,1.134396,2,47,3,2,3,1,47,2,2,2,0,1.493447,1.007850,2,1,,65
10844,"Garbarino, Andrew",22117,117,2021,NY,2,0,2020,0,53,0,0,27,0,0,0,0,2809,0,0,1,0,0,0,0,0,1,1,1,222,37,200,"GARBARINO, Andrew R.",G000597,1984,,0,0,0,0,0,14,2,3,3,0,0,0,0,0,0,0.892944,0,0,0,0,0,14,2,3,3,1,0,0,0,0,0,0.946064,0.558459,1.694063,3,14,3,2,3,1,14,3,2,3,0,0.455345,1.961030,3,,,41
10845,"Garcia, Jesus",21921,117,2021,IL,4,1,2018,0,84,0,-1,18,0,1,0,1,7056,0,0,1,0,1,0,0,0,0,0,2,232,119,100,"GARCÃA, JesÃºs",G000586,1956,,2,0,0,0,0,20,2,1,0,0,1,1,1,1,0,1.026013,2,0,0,0,0,20,2,1,0,0,1,1,1,1,1,1.289175,1.438101,0.896442,2,23,1,3,2,1,23,1,3,2,0,1.396366,0.734774,2,1,,102
10846,"Garcia, Mike",21988,117,2021,CA,25,0,2020,0,50,0,0,53,0,0,0,1,2500,1,0,0,0,0,0,0,1,1,0,2,222,155,200,"GARCIA, Mike",G000061,1976,,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.180142,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.180142,0.565253,0.318693,1,10,0,1,0,0,10,0,1,0,0,0.474761,0.379438,1,,,164
10847,"Garcia, Sylvia",21922,117,2021,TX,29,1,2018,1,71,-1,0,36,0,0,0,1,5041,0,0,1,0,1,0,0,1,0,0,2,232,71,100,"GARCIA, Sylvia",G000587,1950,,4,2,2,2,1,20,3,3,1,0,1,1,1,1,0,1.615897,4,2,2,2,1,20,3,3,1,0,1,1,1,1,0,1.370134,1.027503,1.333460,2,25,4,6,6,1,25,4,6,6,1,0.962883,1.678186,3,1,,94
10848,"Gibbs, Bob",21165,117,2021,OH,7,0,2010,0,68,0,0,16,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,6,222,171,200,"GIBBS, Bob",G000563,1954,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.113125,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.113125,0.592429,0.190952,1,12,0,0,0,0,12,0,0,0,0,0.552426,0.204779,1,0,,180
10849,"Gimenez, Carlos",22118,117,2021,FL,26,0,2020,0,52,0,0,27,0,0,0,1,2704,0,0,0,0,0,0,0,0,1,1,1,222,54,200,"GIMENEZ, Carlos A.",G000593,1954,,0,0,0,0,0,23,1,2,2,0,0,0,0,0,0,0.695510,0,0,0,0,0,23,1,2,2,0,0,0,0,0,0,0.610722,0.558459,1.093585,2,23,2,1,2,0,23,2,1,2,0,0.455345,1.527436,3,,,76
10850,"Gohmert, Louie",20527,117,2021,TX,1,0,2004,0,73,1,0,36,0,0,0,0,5329,0,0,0,0,0,0,0,1,1,0,9,222,98,200,"GOHMERT, Louie",G000552,1953,,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0.418564,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0.418564,0.612812,0.683022,2,46,0,0,0,0,46,0,0,0,0,0.610674,0.685412,2,0,,109
10851,"Golden, Jared",21923,117,2021,ME,2,1,2018,0,53,0,0,2,0,1,0,0,2809,0,0,1,0,1,0,0,0,0,0,2,232,166,100,"GOLDEN, Jared",G000592,1982,,0,0,0,0,0,19,2,2,1,0,0,0,0,0,0,0.625811,0,0,0,0,0,19,2,2,1,0,0,0,0,0,0,0.570763,1.438101,0.396887,1,19,1,2,2,0,19,1,2,2,0,1.396366,0.448171,1,1,,181
10852,"Gomez, Jimmy",21754,117,2021,CA,34,1,2017,0,53,-1,0,53,0,1,0,1,2809,1,0,0,0,1,0,0,0,0,0,3,232,196,100,"GOMEZ, Jimmy",G000585,1974,,1,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0.359259,1,1,1,1,1,20,0,2,2,2,0,0,0,0,0,0.943096,1.444895,0.652709,2,21,3,1,3,3,21,1,1,1,1,1.415783,0.253753,1,0,,141
10853,"Gonzales, Tony",22119,117,2021,TX,23,0,2020,0,51,0,0,36,0,0,0,1,2601,1,0,0,0,0,0,0,0,1,1,1,222,92,200,"GONZALES, Tony",G000594,1980,,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0.433112,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0.390718,0.558459,0.699637,2,16,1,1,1,0,16,1,1,1,0,0.455345,0.951175,2,,,117
10854,"Gonzalez, Anthony",21924,117,2021,OH,16,0,2018,0,63,0,0,16,0,0,0,1,3969,0,0,0,0,0,0,0,0,1,0,2,222,45,200,"GONZALEZ, Anthony",G000588,1984,,0,0,0,0,0,19,3,3,1,0,0,0,0,0,0,0.790229,0,0,0,0,0,19,3,3,3,2,0,0,0,0,0,1.259373,0.565253,2.227981,3,19,3,3,3,2,19,1,3,3,0,0.474761,1.664478,3,2,,18
10855,"Gonzalez, Vicente",21722,117,2021,TX,15,1,2016,0,51,0,1,36,0,0,0,1,2601,0,0,0,0,1,0,0,0,0,0,3,232,229,100,"GONZALEZ, Vicente Jr.",G000581,1967,,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.096156,1,0,0,0,0,10,0,1,1,1,0,0,0,0,0,0.430472,1.034297,0.416198,1,11,1,0,1,1,11,0,0,0,0,0.982299,0.097889,1,0,,197
10856,"Gonzalez-Colon, Jenniffer",,117,2021,PR,1,0,2016,1,41,,,1,0,0,0,1,1681,0,0,1,,0,0,0,,,0,3,222,20,200,.,G000582,1976,,1,0,0,0,0,37,5,3,2,0,0,0,0,0,0,1.251405,1,0,0,0,0,37,5,3,2,0,0,0,0,0,0,1.153963,0.572047,2.017253,3,38,2,5,3,0,38,2,5,3,0,0.494177,2.532302,3,1,,23
10857,"Good, Bob",22120,117,2021,VA,5,0,2020,0,52,1,-1,11,0,0,0,0,2704,0,0,0,0,0,0,0,1,1,1,1,222,115,200,"GOOD, Bob",G000595,1965,,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.329949,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.329949,0.558459,0.590820,2,35,0,0,0,0,35,0,0,0,0,0.455345,0.724613,2,,,128
10858,"Gooden, Lance",21925,117,2021,TX,5,0,2018,0,62,1,0,36,0,0,0,0,3844,0,0,1,0,0,0,0,1,1,0,2,222,139,200,"GOODEN, Lance",G000589,1982,,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.245105,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.245105,0.565253,0.433620,1,26,0,0,0,0,26,0,0,0,0,0.474761,0.516270,2,0,,146
