Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
10746,"Burgess, Michael",20355,117,2021,TX,26,0,2002,0,61,1,0,36,0,0,0,0,3721,1,0,0,0,0,0,0,1,1,0,10,222,66,200,"BURGESS, Michael C.",B001248,1950,,0,0,0,0,0,35,1,1,1,0,0,0,0,0,0,0.612227,0,0,0,0,0,35,1,1,1,0,0,0,0,0,0,0.569833,0.619606,0.919671,2,35,1,1,1,0,35,1,1,1,0,0.630091,0.971650,2,1,,82
10747,"Bush, Cori",22106,117,2021,MO,1,1,2020,1,79,0,-1,8,0,0,1,0,6241,0,0,0,0,1,0,0,0,0,1,1,232,186,100,"BUSH, Cori",B001224,1976,,1,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.444425,1,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.402031,1.020709,0.393874,1,18,1,1,1,0,18,1,1,1,0,0.943467,0.471055,1,,,203
10748,"Bustos, Cheri",21329,117,2021,IL,17,1,2012,1,52,0,0,18,0,1,0,0,2704,1,0,0,0,1,1,0,0,0,0,5,232,49,100,"BUSTOS, Cheri",B001286,1961,,0,0,0,0,0,18,2,0,0,0,1,1,1,1,1,2.048604,0,0,0,0,0,18,2,0,0,0,1,1,1,1,1,1.200657,1.458483,0.823223,2,19,1,3,1,1,19,1,3,1,1,1.454615,1.408348,2,1,,117
10749,"Butterfield, G.K.",20340,117,2021,NC,1,1,2004,0,54,0,0,13,0,1,1,0,2916,0,0,0,0,1,0,0,0,0,0,9,232,165,100,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,1,0,0,0,0,16,1,2,2,0,0,0,0,0,0,0.631405,1,0,0,0,0,16,1,2,2,0,0,0,0,0,0,0.546618,1.485660,0.367929,1,17,2,1,2,0,17,2,1,2,0,1.532280,0.412069,1,1,,185
10750,"Calvert, Ken",29323,117,2021,CA,42,0,1992,0,57,0,0,53,0,0,0,0,3249,1,0,0,0,0,0,0,1,1,0,15,222,82,200,"CALVERT, Ken",C000059,1953,,3,1,1,1,1,17,1,1,0,0,0,0,0,0,0,0.499167,3,1,1,1,1,17,1,1,0,0,0,0,0,0,0,0.401718,0.653576,0.614646,2,20,1,2,2,1,20,1,2,2,1,0.727172,0.686450,2,0,,112
10751,"Cammack, Kat",22107,117,2021,FL,3,0,2020,1,57,1,0,27,0,0,0,0,3249,0,0,0,0,0,0,0,1,1,1,1,222,136,200,"CAMMACK, Kat",C001039,1988,,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0.251147,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0.238493,0.558459,0.427056,1,10,0,1,1,0,10,0,1,1,0,0.455345,0.551554,2,,,148
10752,"Carbajal, Salud",21709,117,2021,CA,24,1,2016,0,59,0,0,53,0,1,0,1,3481,0,0,0,0,1,0,0,0,0,0,3,232,122,100,"CARBAJAL, Salud",C001112,1964,,2,1,1,0,0,23,1,1,0,0,1,1,1,1,0,1.001307,2,1,1,0,0,23,1,2,1,1,1,1,1,1,0,1.235650,1.444895,0.855183,2,26,2,3,4,1,26,1,3,3,0,1.415783,0.707246,2,1,,111
10753,"Cardenas, Tony",21309,117,2021,CA,29,1,2012,0,57,0,0,53,0,0,0,1,3249,0,0,1,1,1,0,0,0,0,0,5,232,36,100,"CÃRDENAS, Tony",C001097,1963,,0,0,0,0,0,31,2,4,4,1,1,1,1,1,0,2.394905,0,0,0,0,0,31,2,4,4,2,1,1,1,1,0,1.939264,1.047885,1.850646,3,32,5,3,5,2,32,5,3,5,1,1.021131,2.345345,3,1,,49
10754,"Carey, Mike",22162,117,2021,OH,15,0,2021,0,58,0,0,16,0,0,0,0,3364,0,0,0,0,0,0,0,1,1,1,1,222,219,200,"CAREY, Mike",C001126,1971,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0.558459,0.016881,1,1,0,0,0,0,1,0,0,0,0,0.455345,0.020703,1,,,219
10755,"Carl, Jerry",22108,117,2021,AL,1,0,2020,0,64,1,1,7,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,1,1,222,189,200,"CARL, Jerry L.",C001054,1958,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.084844,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.084844,0.558459,0.151925,1,9,0,0,0,0,9,0,0,0,0,0.455345,0.186329,1,,,194
10756,"Carson, Andre",20757,117,2021,IN,7,1,2008,0,62,0,0,9,0,1,1,0,3844,0,0,0,0,1,0,0,0,0,0,7,232,190,100,"CARSON, AndrÃ©",C001072,1974,,1,0,0,0,0,14,1,1,1,0,0,0,0,0,0,0.416143,1,0,0,0,0,14,1,2,2,1,0,0,0,0,0,0.708065,1.472072,0.480999,1,15,2,1,2,1,15,1,1,1,0,1.493447,0.278646,1,0,,166
10757,"Carter, Buddy",21513,117,2021,GA,1,0,2014,0,58,1,0,14,0,0,0,0,3364,0,0,1,0,0,0,0,1,1,0,4,222,24,200,"CARTER, Buddy",C001103,1957,,0,0,0,0,0,38,3,3,2,0,0,0,0,0,0,1.087205,0,0,0,0,0,38,3,3,2,0,0,0,0,0,0,0.989763,0.578841,1.709905,3,38,2,3,3,0,38,2,3,3,0,0.513593,2.116860,3,2,,40
10758,"Carter, John",20356,117,2021,TX,31,0,2002,0,53,0,1,36,0,0,0,0,2809,1,0,0,0,0,0,0,1,1,0,10,222,199,200,"CARTER, John R.",C001051,1941,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.056563,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.056563,0.619606,0.091288,1,6,0,0,0,0,6,0,0,0,0,0.630091,0.089769,1,0,,201
10759,"Carter, Troy",22158,117,2021,LA,2,1,2021,0,55,0,0,6,0,0,1,0,3025,0,0,1,0,1,0,0,0,0,1,1,232,220,100,"CARTER, Troy",C001125,1963,,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.154605,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.154605,1.020709,0.151468,1,18,0,0,0,0,18,0,0,0,0,0.943467,0.163869,1,,,222
10760,"Cartwright, Matt",21358,117,2021,PA,8,1,2012,0,52,0,0,18,0,1,0,0,2704,1,0,0,0,1,1,0,0,0,0,5,232,40,100,"CARTWRIGHT, Matt",C001090,1961,,0,0,0,0,0,60,9,7,2,0,1,0,1,0,0,2.299962,0,0,0,0,0,60,9,9,4,2,1,0,1,0,0,2.795226,1.458483,1.916529,3,61,4,9,10,2,61,2,9,8,0,1.454615,1.581148,3,2,,21
10761,"Case, Ed",20322,117,2021,HI,1,1,2018,0,72,0,0,2,0,0,0,0,5184,1,0,1,0,1,0,0,0,0,0,2,232,164,100,"CASE, Ed",C001055,1952,,0,0,0,0,0,17,1,2,2,0,0,0,0,0,0,0.638947,0,0,0,0,0,17,1,2,2,1,0,0,0,0,0,0.734461,1.027503,0.714802,2,17,2,1,2,1,17,2,1,2,0,0.962883,0.663577,2,1,,162
10762,"Casten, Sean",21906,117,2021,IL,6,1,2018,0,53,-1,1,18,0,0,0,0,2809,0,0,0,0,1,0,0,1,0,0,2,232,150,100,"CASTEN, Sean",C001117,1971,,1,1,1,1,1,27,2,2,0,0,0,0,0,0,0,0.754085,1,1,1,1,1,27,2,2,0,0,0,0,0,0,0,0.643982,1.027503,0.626745,2,28,1,3,3,1,28,1,3,3,1,0.962883,0.783153,2,1,,173
10763,"Castor, Kathy",20708,117,2021,FL,14,1,2006,1,60,0,0,27,0,0,0,0,3600,0,1,0,0,1,0,0,0,0,0,8,232,169,100,"CASTOR, Kathy",C001066,1966,,0,0,0,0,0,24,2,1,1,0,0,0,0,0,0,0.594400,0,0,0,0,0,24,2,2,2,1,0,0,0,0,0,0.886322,2.452242,0.361433,1,24,2,2,2,1,24,1,2,1,0,3.033790,0.195927,1,1,,149
10764,"Castro, Joaquin",21362,117,2021,TX,20,1,2012,0,65,0,0,36,0,1,0,1,4225,0,0,1,0,1,0,0,0,0,0,5,232,98,100,"CASTRO, Joaquin",C001091,1974,,1,0,0,0,0,33,5,5,1,0,0,0,0,0,0,1.252929,1,0,0,0,0,33,5,7,3,2,0,0,0,0,0,1.828550,1.458483,1.253734,2,34,3,5,7,2,34,1,5,5,0,1.454615,0.861348,2,1,,55
10765,"Cawthorn, Madison",22109,117,2021,NC,11,0,2020,0,55,1,0,13,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,1,1,222,74,200,"CAWTHORN, Madison",C001104,1995,,2,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0.552597,2,0,0,0,0,40,2,1,1,1,0,0,0,0,0,0.886913,0.558459,1.588144,3,42,1,2,1,1,42,0,2,0,0,0.455345,1.213580,2,,,47
10766,"Chabot, Steve",29550,117,2021,OH,1,0,2010,0,52,1,0,16,0,0,0,0,2704,0,0,0,0,0,0,0,1,1,0,6,222,26,200,"CHABOT, Steve",C000266,1953,,0,0,0,0,0,13,3,4,3,0,0,0,0,0,0,1.047935,0,0,0,0,0,13,3,4,3,1,0,0,0,0,0,1.088401,0.592429,1.837183,3,13,3,3,4,1,13,3,3,4,0,0.552426,1.896970,3,2,,33
10767,"Cheney, Liz",21710,117,2021,WY,1,0,2016,1,69,0,1,1,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,3,222,78,200,"CHENEY, Liz",C001109,1966,,0,0,0,0,0,12,0,0,0,0,1,0,1,1,0,0.524795,0,0,0,0,0,12,0,0,0,0,1,0,1,1,0,0.440007,0.572047,0.769180,2,13,1,0,1,0,13,1,0,1,0,0.494177,1.061957,2,0,,103
10768,"Cherfilus-McCormick, Sheila",22163,117,2021,FL,20,1,2022,1,79,-1,0,27,0,0,1,0,6241,0,0,0,0,1,0,0,0,0,1,1,232,217,100,"CHERFILUS-MCCORMICK, Sheila",C001127,1979,,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0.192699,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0.180045,1.020709,0.176392,1,3,0,1,1,0,3,0,1,1,0,0.943467,0.204246,1,,,220
10769,"Chu, Judy",20955,117,2021,CA,27,1,2009,1,70,0,0,53,0,0,0,0,4900,1,0,1,1,1,0,0,0,0,0,5,232,46,100,"CHU, Judy",C001080,1953,,0,0,0,0,0,27,2,2,1,0,3,1,3,3,0,2.107978,0,0,0,0,0,27,2,3,2,1,3,1,3,3,0,2.132883,1.047885,2.035416,3,30,5,3,6,1,30,4,3,5,0,1.021131,2.064355,3,2,,40
10770,"Cicilline, David",21172,117,2021,RI,1,1,2010,0,71,0,0,2,0,1,0,0,5041,0,0,1,0,1,0,0,0,0,0,6,232,21,100,"CICILLINE, David N.",C001084,1961,,2,0,0,0,0,30,3,4,1,0,4,3,4,4,0,3.138148,2,0,0,0,0,30,3,5,2,2,4,3,4,4,0,3.233258,1.465278,2.206584,3,36,6,6,9,2,36,5,6,8,0,1.474031,2.128956,3,3,,17
10771,"Clark, Katherine",21375,117,2021,MA,5,1,2012,1,74,0,0,9,0,0,0,0,5476,1,0,1,0,1,1,0,0,0,0,5,232,228,100,"CLARK, Katherine M.",C001101,1963,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.103698,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0.438014,1.047885,0.417998,1,11,1,0,1,1,11,0,0,0,0,1.021131,0.101552,1,0,,196
10772,"Clarke, Yvette",20733,117,2021,NY,9,1,2006,1,83,-1,0,27,0,1,1,0,6889,0,0,0,0,1,0,0,0,0,0,8,232,151,100,"CLARKE, Yvette Diane",C001067,1964,,0,0,0,0,0,29,2,2,1,0,1,0,0,0,0,0.738937,0,0,0,0,0,29,2,2,1,0,1,0,0,0,0,0.683889,1.478866,0.462441,1,30,1,2,2,0,30,1,2,2,0,1.512864,0.488436,1,1,,170
10773,"Cleaver, Emanuel",20517,117,2021,MO,5,1,2004,0,59,0,0,8,0,1,1,0,3481,0,0,0,0,1,0,0,0,0,0,9,232,114,100,"CLEAVER, Emanuel, II",C001061,1944,,1,0,0,0,0,20,4,4,2,0,0,0,0,0,0,1.083820,1,0,0,0,0,20,4,5,3,1,0,0,0,0,0,1.308040,1.485660,0.880444,2,21,3,4,5,1,21,2,4,4,0,1.532280,0.707325,2,2,,100
10774,"Cline, Ben",21908,117,2021,VA,6,0,2018,0,65,1,0,11,0,0,0,0,4225,1,0,1,0,0,0,0,1,1,0,2,222,192,200,"CLINE, Benjamin",C001118,1972,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.075417,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.075417,0.565253,0.133421,1,8,0,0,0,0,8,0,0,0,0,0.474761,0.158852,1,1,,196
10775,"Cloud, Michael",21758,117,2021,TX,27,0,2018,0,63,1,0,36,0,0,0,0,3969,0,0,0,0,0,0,0,1,1,0,3,222,160,200,"CLOUD, Michael",C001115,1975,,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.169688,0,0,0,0,0,18,0,1,1,1,0,0,0,0,0,0.504003,0.572047,0.881053,2,18,1,0,1,1,18,0,0,0,0,0.494177,0.343375,1,0,,94
10776,"Clyburn, James",39301,117,2021,SC,6,1,1992,0,68,0,0,7,0,1,1,0,4624,0,0,0,0,1,1,0,0,0,0,15,232,61,100,"CLYBURN, James Enos",C000537,1940,,1,1,1,1,1,13,5,5,3,0,1,0,1,1,0,1.880610,1,1,1,1,1,13,5,5,3,0,1,0,1,1,0,1.558538,1.526424,1.021039,2,15,5,6,7,1,15,5,6,7,1,1.648777,1.140609,2,1,,76
10777,"Clyde, Andrew",22110,117,2021,GA,9,0,2020,0,79,1,0,14,0,0,0,0,6241,0,0,0,0,0,0,0,1,1,1,1,222,125,200,"CLYDE, Andrew S.",C001116,1963,,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0.277543,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0.264889,0.558459,0.474321,1,12,0,1,1,0,12,0,1,1,0,0.455345,0.609523,2,,,142
10778,"Cohen, Steve",20748,117,2021,TN,9,1,2006,0,77,0,0,9,0,1,0,0,5929,0,0,1,0,1,0,0,0,0,0,8,232,60,100,"COHEN, Stephen",C001068,1949,,4,1,2,2,2,59,3,1,1,0,1,1,1,1,0,1.921663,4,1,2,2,2,59,3,2,2,1,1,1,1,1,0,1.959207,1.478866,1.324804,2,64,5,5,5,3,64,4,5,4,2,1.512864,1.270215,2,1,,46
10779,"Cole, Tom",20344,117,2021,OK,4,0,2002,0,68,0,0,5,0,0,0,0,4624,1,0,1,0,0,0,0,0,1,0,10,222,188,200,"COLE, Tom",C001053,1949,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.084844,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.084844,0.619606,0.136932,1,9,0,0,0,0,9,0,0,0,0,0.630091,0.134654,1,0,,193
10780,"Comer, James",21565,117,2021,KY,1,0,2016,0,75,1,0,6,0,0,0,0,5625,0,0,1,0,0,0,0,1,1,0,3,222,36,200,"COMER, James",C001108,1972,,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0.910150,0,0,0,0,0,7,1,2,2,2,0,0,0,0,0,0.820492,0.572047,1.434309,2,7,2,1,2,2,7,1,1,1,1,0.494177,1.841748,3,0,,48
10781,"Connolly, Gerald",20952,117,2021,VA,11,1,2008,0,71,0,0,11,0,1,0,0,5041,0,0,0,0,1,0,0,0,0,0,7,232,2,100,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,0,0,0,0,0,48,21,22,8,2,3,3,3,3,1,8.924465,0,0,0,0,0,48,21,23,9,4,3,3,3,3,1,7.142094,1.472072,4.851730,3,51,12,24,26,5,51,11,24,25,3,1.493447,5.975748,3,3,,1
10782,"Conway, Connie",22164,117,2021,CA,22,0,2022,1,62,0,0,53,0,0,0,0,3844,0,0,1,1,0,0,0,1,1,1,1,222,218,200,"CONWAY, Connie",C001128,1950,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0.558459,0.016881,1,1,0,0,0,0,1,0,0,0,0,0.455345,0.020703,1,,,218
10783,"Cooper, Jim",15019,117,2021,TN,5,1,2002,0,100,0,0,9,0,1,0,0,10000,0,0,0,0,1,0,0,0,0,0,10,232,212,100,"COOPER, James Hayes Shofner",C000754,1954,,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0.227280,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0.142485,1.492454,0.095471,1,7,1,1,1,1,7,1,1,1,1,1.551696,0.146472,1,0,,224
10784,"Correa, Lou",21711,117,2021,CA,46,1,1996,0,69,0,0,53,0,1,0,1,4761,0,0,1,1,1,0,0,0,0,0,3,232,144,100,"CORREA, Jose Luis",C001110,1958,,3,1,1,1,0,10,3,3,1,0,0,0,0,0,0,0.767497,3,1,1,1,1,10,3,3,2,2,0,0,0,0,0,1.176101,1.444895,0.813970,2,13,3,4,4,3,13,2,4,4,0,1.415783,0.542101,2,1,,119
10785,"Costa, Jim",20501,117,2021,CA,16,1,2004,0,59,0,0,53,0,1,0,1,3481,0,0,1,1,1,0,0,0,0,0,9,232,126,100,"COSTA, Jim",C001059,1952,,0,0,0,0,0,14,1,1,1,1,0,0,0,0,0,0.976139,0,0,0,0,0,14,1,1,1,1,0,0,0,0,0,0.552166,1.485660,0.371664,1,14,1,1,1,1,14,1,1,1,1,1.532280,0.637050,2,0,,184
10786,"Courtney, Joe",20706,117,2021,CT,2,1,2006,0,59,0,0,5,0,1,0,0,3481,0,0,1,0,1,0,0,0,0,0,8,232,115,100,"COURTNEY, Joe",C001069,1953,,0,0,0,0,0,20,1,1,1,0,1,1,1,1,0,1.054232,0,0,0,0,0,20,1,2,2,1,1,1,1,1,0,1.261366,1.478866,0.852928,2,21,3,2,3,1,21,2,2,2,0,1.512864,0.696845,2,3,,105
10787,"Craig, Angie",21910,117,2021,MN,2,1,2018,1,48,0,1,8,0,0,0,0,2304,0,0,0,0,1,0,0,0,0,0,2,232,28,100,"CRAIG, Angela",C001119,1972,,1,1,1,1,1,26,2,3,2,0,1,0,1,1,1,2.594358,1,1,1,1,1,26,2,4,3,1,1,0,1,1,1,1.898490,1.027503,1.847674,3,28,5,3,6,3,28,4,3,5,2,0.962883,2.694365,3,2,,52
10788,"Crawford, Eric",21106,117,2021,AR,1,0,2010,0,100,0,0,4,0,0,0,0,10000,0,0,0,0,0,0,0,1,1,0,6,222,165,200,"CRAWFORD, Rick",C001087,1966,,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.131979,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.131979,0.592429,0.222777,1,14,0,0,0,0,14,0,0,0,0,0.552426,0.238909,1,1,,173
10789,"Crenshaw, Daniel",21911,117,2021,TX,2,0,2018,0,56,0,0,36,0,0,0,0,3136,0,0,0,0,0,0,0,1,1,0,2,222,147,200,"CRENSHAW, Daniel",C001120,1984,,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0.216823,0,0,0,0,0,23,0,1,1,1,0,0,0,0,0,0.551139,0.565253,0.975031,2,23,1,0,1,1,23,0,0,0,0,0.474761,0.456700,1,1,,85
10790,"Crist, Charlie",21712,117,2021,FL,13,1,2016,0,53,0,0,27,0,0,0,0,2809,1,0,1,0,1,0,0,0,0,0,3,232,201,100,"CRIST, Charlie Joseph Jr.",C001111,1956,,1,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.304580,1,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.304580,1.034297,0.294480,1,24,0,1,0,0,24,0,1,0,0,0.982299,0.310068,1,1,,205
10791,"Crow, Jason",21912,117,2021,CO,6,1,2018,0,57,0,0,7,0,1,0,0,3249,0,0,0,0,1,0,0,0,0,0,2,232,34,100,"CROW, Jason",C001121,1979,,2,0,1,1,1,49,4,3,3,1,1,0,1,1,0,2.523614,2,0,1,1,1,49,4,11,11,9,1,0,1,1,0,4.519795,1.438101,3.142891,3,52,13,4,13,10,52,5,4,5,2,1.396366,1.807272,3,1,,5
10792,"Cuellar, Henry",20533,117,2021,TX,28,1,2004,0,58,0,1,36,0,0,0,1,3364,1,0,1,0,1,0,0,0,0,0,9,232,218,100,"CUELLAR, Henry",C001063,1955,,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0.189569,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0.189569,1.075062,0.176333,1,11,0,1,0,0,11,0,1,0,0,1.098796,0.172524,1,1,,218
10793,"Curtis, John",21755,117,2021,UT,3,0,2017,0,69,0,0,4,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,3,222,42,200,"CURTIS, John R.",C001114,1960,,1,0,0,0,0,30,2,2,2,0,0,0,0,0,0,0.849256,1,0,0,0,0,30,2,4,4,3,0,0,0,0,0,1.613401,0.572047,2.820400,3,31,4,2,4,3,31,2,2,2,0,0.494177,1.718526,3,1,,9
10794,"Davids, Sharice",21914,117,2021,KS,3,1,2018,1,54,0,0,4,0,1,0,0,2916,0,0,0,0,1,0,0,0,0,0,2,232,100,100,"DAVIDS, Sharice",D000629,1980,,0,0,0,0,0,16,6,4,2,0,0,0,0,0,0,1.215968,0,0,0,0,0,16,6,4,2,0,0,0,0,0,0,1.105872,1.438101,0.768981,2,16,2,6,4,0,16,2,6,4,0,1.396366,0.870809,2,1,,122
10795,"Davidson, Warren",21564,117,2021,OH,8,0,2016,0,69,1,0,16,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,4,222,154,200,"DAVIDSON, Warren",D000626,1970,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.188542,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.188542,0.578841,0.325723,1,20,0,0,0,0,20,0,0,0,0,0.513593,0.367104,1,0,,163
10796,"Davis, Danny",29717,117,2021,IL,7,1,1996,0,80,0,0,18,0,1,1,0,6400,1,0,0,0,1,0,0,0,0,0,13,232,112,100,"DAVIS, Danny K.",D000096,1941,,4,0,0,0,0,37,0,1,1,0,1,1,1,1,0,1.136163,4,0,0,0,0,37,0,4,4,3,1,1,1,1,1,2.372532,1.512836,1.568268,3,42,5,1,5,4,42,2,1,2,0,1.609945,0.705716,2,2,,31
10797,"Davis, Rodney",21328,117,2021,IL,13,0,2012,0,55,0,0,18,0,0,0,0,3025,0,0,0,0,0,0,0,0,1,0,5,222,38,200,"DAVIS, Rodney",D000619,1970,,1,1,1,1,1,29,2,2,1,0,0,0,0,0,0,0.890800,1,1,1,1,1,29,2,2,1,0,0,0,0,0,0,0.750957,0.585635,1.282295,2,30,2,3,3,1,30,2,3,3,1,0.533009,1.671265,3,1,,60
10798,"Dean, Madeleine",21915,117,2021,PA,4,1,2018,1,60,0,0,18,0,1,0,0,3600,0,0,1,0,1,0,0,0,0,0,2,232,58,100,"DEAN, Madeleine",D000631,1959,,0,0,0,0,0,29,5,7,6,0,0,0,0,0,0,1.959733,0,0,0,0,0,29,5,7,6,0,0,0,0,0,0,1.692716,1.438101,1.177049,2,29,6,5,7,0,29,6,5,7,0,1.396366,1.403452,2,2,,63
10799,"DeFazio, Peter",15410,117,2021,OR,4,1,1986,0,52,0,0,5,0,0,0,0,2704,0,1,0,0,1,0,0,0,0,0,18,232,4,100,"DeFAZIO, Peter Anthony",D000191,1947,,1,1,1,1,0,29,10,9,6,2,2,2,2,2,2,7.142632,1,1,1,1,0,29,10,9,6,2,2,2,2,2,2,4.382777,2.520183,1.739071,3,32,9,13,12,4,32,9,13,12,4,3.227952,2.212744,3,5,,7
10800,"DeGette, Diana",29710,117,2021,CO,1,1,1996,1,74,0,0,7,0,1,0,0,5476,0,0,1,0,1,0,0,0,0,0,13,232,180,100,"DeGETTE, Diana",D000197,1957,,0,0,0,0,0,13,1,2,1,0,0,0,0,0,0,0.483378,0,0,0,0,0,13,1,2,1,0,0,0,0,0,0,0.428330,1.512836,0.283130,1,13,1,1,2,0,13,1,1,2,0,1.609945,0.300245,1,1,,198
10801,"DeLauro, Rosa",29109,117,2021,CT,3,1,1990,1,59,0,0,5,0,1,0,0,3481,1,1,0,0,1,0,0,0,0,0,16,232,1,100,"DeLAURO, Rosa L.",D000216,1943,,0,0,0,0,0,39,1,2,0,0,10,1,10,9,5,10.282147,0,0,0,0,0,39,1,2,0,0,10,1,10,9,5,5.652648,2.917193,1.937701,3,49,9,2,12,5,49,9,2,12,5,3.622603,2.838331,3,2,,4
10802,"Delbene, Suzan",31101,117,2021,WA,1,1,2012,1,59,0,0,10,0,1,0,0,3481,1,0,0,0,1,0,0,0,0,0,5,232,55,100,"DelBENE, Suzan K.",D000617,1962,,0,0,0,0,0,21,2,3,2,1,1,1,1,1,0,1.986366,0,0,0,0,0,21,2,3,2,1,1,1,1,1,0,1.422557,1.458483,0.975367,2,22,3,3,4,1,22,3,3,4,1,1.454615,1.365561,2,2,,89
