Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11349,"Jackson, Jeff",22331,118,2023,NC,14,1,2022,0,58,0,0,14,0,0,0,0,3364,0,0,1,0,0,0,0,0,1,1,1,220,191,100,"JACKSON, Jeff",J000308,1982,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.103844,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.103844,0.521898,0.198974,1,12,0,0,0,0,12,0,0,0,0,0.497015,0.208935,1,,,191
11350,"Jackson, Jonathan",22330,118,2023,IL,1,1,2022,0,67,0,0,17,0,0,1,0,4489,0,0,0,0,0,0,0,1,1,1,1,220,180,100,"JACKSON, Jonathan",J000309,1966,,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0.153670,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0.150169,0.521898,0.287737,1,5,0,1,1,0,5,0,1,1,0,0.497015,0.309187,1,,,179
11351,"Jackson, Ronny",22125,118,2023,TX,13,0,2020,0,75,1,0,38,0,0,0,0,5625,0,0,0,0,1,0,0,1,0,0,2,228,199,200,"JACKSON, Ronny",J000304,1967,,2,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0.425806,2,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0.409112,1.194025,0.342632,1,25,1,1,1,0,25,1,1,1,0,1.220290,0.348938,1,0.239448,0.239448,202
11352,"Jacobs, Sara",22126,118,2023,CA,51,1,2020,1,62,0,0,52,0,0,0,0,3844,0,0,0,0,0,0,0,1,1,0,2,220,123,100,"JACOBS, Sara",J000305,1989,,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0.307706,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0.304204,0.526108,0.578217,2,22,0,1,1,0,22,0,1,1,0,0.499337,0.616228,2,0.476542,0.713408,125
11353,"James, John",22332,118,2023,MI,10,0,2022,0,49,0,0,13,0,1,1,0,2401,0,0,0,0,1,0,0,0,0,1,1,228,50,200,"JAMES, John",J000307,1981,,0,0,0,0,0,29,8,5,3,0,2,1,2,2,0,2.141537,0,0,0,0,0,29,8,5,3,0,2,1,2,2,0,2.017674,1.455961,1.385803,2,31,5,9,7,0,31,5,9,7,0,1.477816,1.449123,2,,,50
11354,"Jayapal, Pramila",21726,118,2023,WA,7,1,2016,1,85,-1,-1,10,0,0,0,0,7225,0,0,1,0,0,0,0,1,1,0,4,220,151,100,"JAYAPAL, Pramila",J000298,1965,,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0.242302,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0.242302,0.534528,0.453301,1,28,0,0,0,0,28,0,0,0,0,0.503981,0.480777,1,2.001337,2.128115,153
11355,"Jeffries, Hakeem",21343,118,2023,NY,8,1,2012,0,72,0,0,26,0,0,1,0,5184,0,0,1,1,0,0,1,1,1,0,6,220,220,100,"JEFFRIES, Hakeem",J000294,1970,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.542949,0.000000,1,0,0,0,0,0,0,0,0,0,0,0.508626,0.000000,1,6.575806,4.180700,220
11356,"Johnson, Bill",21162,118,2023,OH,6,0,2010,0,68,0,0,15,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,0,7,228,179,200,"JOHNSON, Bill",J000292,1954,,0,0,0,0,0,15,3,3,1,0,0,0,0,0,0,0.587765,0,0,0,0,0,15,3,3,1,0,0,0,0,0,0,0.564069,1.481222,0.380813,1,15,1,3,3,0,15,1,3,3,0,1.491749,0.394011,1,0.463987,0.294398,184
11357,"Johnson, Dusty",21935,118,2023,SD,1,0,2018,0,77,0,0,1,0,1,0,0,5929,0,0,0,0,1,0,0,0,0,0,3,228,83,200,"JOHNSON, Dustin",J000301,1976,,0,0,0,0,0,31,8,5,1,0,1,1,1,1,0,1.599234,0,0,0,0,0,31,8,6,2,1,1,1,1,1,0,1.952687,1.464381,1.333456,2,32,3,9,7,1,32,2,9,6,0,1.482460,1.078770,2,1.041955,1.459130,58
11358,"Johnson, Hank Jr.",20712,118,2023,GA,4,1,2006,0,78,0,0,14,0,0,1,0,6084,0,0,0,0,0,0,0,1,1,0,9,220,182,100,"JOHNSON, Hank",J000288,1954,,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.148843,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.148843,0.555580,0.267906,1,18,0,0,0,0,18,0,0,0,0,0.515592,0.288684,1,1.361363,1.572929,180
11359,"Johnson, Mike",21727,118,2023,LA,4,0,2016,0,100,1,0,6,1,1,0,0,10000,0,0,1,0,1,1,0,0,0,0,4,228,224,200,"JOHNSON, Mike",J000299,1972,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.069229,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.069229,1.468591,0.047140,1,8,0,0,0,0,8,0,0,0,0,1.484783,0.046626,1,1.994144,1.133543,224
11360,"Jordan, Jim",20738,118,2023,OH,4,0,2006,0,69,1,0,15,0,0,0,0,4761,0,1,1,0,1,0,0,1,0,0,9,228,228,200,"JORDAN, Jim",J000289,1964,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,2.446487,0.003537,1,1,0,0,0,0,1,0,0,0,0,2.605852,0.003321,1,0.009427,0.009427,228
11361,"Joyce, David",21353,118,2023,OH,14,0,2012,0,62,0,0,15,0,1,0,0,3844,1,0,0,0,1,0,0,0,0,0,6,228,32,200,"JOYCE, David",J000295,1957,,1,1,1,1,1,28,2,3,0,0,2,1,2,2,1,2.629182,1,1,1,1,1,28,2,3,0,0,2,1,2,2,2,2.443564,1.477012,1.654397,3,31,3,4,6,3,31,3,4,6,2,1.489427,1.765231,3,0.914387,2.012848,30
11362,"Joyce, John",21936,118,2023,PA,13,0,2018,0,100,1,0,17,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,3,228,98,200,"JOYCE, John",J000302,1957,,0,0,0,0,0,16,7,6,0,0,1,1,1,1,0,1.364481,0,0,0,0,0,16,7,7,1,1,1,1,1,1,0,1.727626,1.198235,1.441809,2,17,2,8,8,1,17,1,8,7,0,1.222612,1.116038,2,0.103698,0.438014,74
11363,"Kamlager-Dove, Sydney",22333,118,2023,CA,37,1,2022,1,64,-1,0,52,0,0,1,0,4096,0,0,1,1,0,0,0,1,1,1,1,220,85,100,"KAMLAGER-DOVE, Sydney",K000400,1972,,0,0,0,0,0,23,2,2,0,0,0,0,0,0,0,0.433684,0,0,0,0,0,23,2,3,1,1,0,0,0,0,0,0.844223,0.521898,1.617602,3,23,1,2,3,1,23,0,2,2,0,0.497015,0.872578,2,,,47
11364,"Kaptur, Marcy",15029,118,2023,OH,9,1,1982,1,57,0,0,15,0,0,0,0,3249,1,0,0,0,0,0,0,1,1,0,21,220,196,100,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.088267,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.088267,0.606102,0.145631,1,11,0,0,0,0,11,0,0,0,0,0.543458,0.162418,1,1.234342,0.742667,196
11365,"Kean, Thomas",22334,118,2023,NJ,7,0,2022,0,51,0,0,12,0,1,0,0,2601,0,0,1,1,1,0,0,0,0,1,1,228,69,200,"KEAN, Thomas",K000398,1968,,0,0,0,0,0,21,6,5,1,0,2,1,2,2,0,1.744049,0,0,0,0,0,21,6,5,2,1,2,1,2,2,0,2.008434,1.455961,1.379456,2,23,4,7,7,1,23,3,7,7,0,1.477816,1.180153,2,,,51
11366,"Keating, William",21140,118,2023,MA,9,1,2010,0,59,0,0,9,0,0,0,0,3481,0,0,1,0,0,0,0,1,1,0,7,220,54,100,"KEATING, William R.",K000375,1952,,1,0,0,0,0,12,1,1,0,0,1,1,1,1,0,0.686828,1,0,0,0,0,12,1,1,0,0,1,1,1,1,0,0.649938,0.547159,1.187841,2,14,1,2,2,0,14,1,2,2,0,0.510948,1.344223,2,1.032976,0.952620,70
11367,"Kelly, Mike",21167,118,2023,PA,16,0,2010,0,59,0,0,17,0,1,0,0,3481,1,0,0,0,1,0,0,0,0,0,7,228,187,200,"KELLY, Mike",K000376,1948,,1,1,1,1,1,30,1,1,0,0,0,0,0,0,0,0.535608,1,1,1,1,1,30,1,1,0,0,0,0,0,0,0,0.470301,1.481222,0.317509,1,31,1,2,2,1,31,1,2,2,1,1.491749,0.359047,1,0.293270,0.542791,195
11368,"Kelly, Robin",21371,118,2023,IL,2,1,2012,1,67,0,0,17,0,0,1,0,4489,0,0,1,0,0,0,0,1,1,0,6,220,58,100,"KELLY, Robin L.",K000385,1956,,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,0.637001,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,0.603612,0.542949,1.111730,2,21,1,1,1,0,21,1,1,1,0,0.508626,1.252397,2,1.605080,1.381828,75
11369,"Kelly, Trent",21561,118,2023,MS,1,0,2015,0,73,1,0,4,0,1,0,0,5329,0,0,0,0,1,0,0,0,0,0,5,228,221,200,"KELLY, Trent",K000388,1966,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.103844,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.103844,1.472802,0.070508,1,12,0,0,0,0,12,0,0,0,0,1.487105,0.069830,1,0.372244,0.270491,221
11370,"Kennedy, Timothy",22377,118,2023,NY,26,1,2024,0,69,0,0,26,0,0,0,0,4761,0,0,1,1,0,0,0,1,1,1,1,220,143,100,"KENNEDY, Timothy M.",K000402,1976,,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.257925,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.241231,0.521898,0.462218,1,4,1,1,1,0,4,1,1,1,0,0.497015,0.518948,2,,,154
11371,"Khanna, Ro",21728,118,2023,CA,17,1,2016,0,71,0,0,52,0,0,0,0,5041,0,0,0,0,0,0,0,1,1,0,4,220,24,100,"KHANNA, Rohit",K000389,1976,,1,0,0,0,0,37,1,1,1,1,0,0,0,0,0,1.106630,1,0,0,0,0,37,1,2,2,2,0,0,0,0,0,1.215142,0.534528,2.273297,3,38,2,1,2,2,38,1,1,1,1,0.503981,2.195776,3,1.780145,1.271384,22
11372,"Kiggans, Jennifer",22335,118,2023,VA,2,0,2022,1,52,0,0,11,0,0,0,0,2704,0,0,1,0,1,0,0,0,0,1,1,228,55,200,"KIGGANS, Jennifer",K000399,1971,,0,0,0,0,0,20,9,6,4,1,0,0,0,0,0,2.036800,0,0,0,0,0,20,9,6,5,3,0,0,0,0,0,2.301616,1.189814,1.934433,3,20,5,9,6,3,20,4,9,6,1,1.217968,1.672294,3,,,40
11373,"Kildee, Daniel",21372,118,2023,MI,8,1,2012,0,53,0,0,13,0,0,0,0,2809,1,0,0,0,0,0,0,1,1,0,6,220,121,100,"KILDEE, Dan",K000380,1958,,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0.309847,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0.293153,0.542949,0.539927,2,10,1,1,1,0,10,1,1,1,0,0.508626,0.609185,2,0.802338,1.039211,134
11374,"Kiley, Kevin",22336,118,2023,CA,3,0,2022,0,54,0,0,52,0,1,0,0,2916,0,0,1,1,1,0,0,0,0,1,1,228,136,200,"KILEY, Kevin",K000401,1985,,1,0,1,1,1,15,4,4,2,0,0,0,0,0,0,0.958120,1,0,1,1,1,15,4,4,2,0,0,0,0,0,0,0.855924,1.455961,0.587875,2,16,3,4,5,1,16,3,4,5,1,1.477816,0.648335,2,,,154
11375,"Kilmer, Derek",21368,118,2023,WA,6,1,2012,0,60,0,0,10,0,0,0,0,3600,1,0,1,0,0,0,0,1,1,0,6,220,73,100,"KILMER, Derek",K000381,1974,,1,0,0,0,0,33,2,2,0,0,0,0,0,0,0,0.521952,1,0,0,0,0,33,2,2,0,0,0,0,0,0,0,0.514949,0.542949,0.948431,2,34,0,2,2,0,34,0,2,2,0,0.508626,1.026200,2,1.146680,1.744157,89
11376,"Kim, Andrew",21937,118,2023,NJ,3,1,2018,0,55,0,0,12,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,0,3,220,140,100,"KIM, Andy",K000394,1982,,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0.274486,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0.274486,0.530318,0.517586,2,25,0,1,0,0,25,0,1,0,0,0.501659,0.547156,2,0.995615,1.202749,143
11377,"Kim, Young",22129,118,2023,CA,40,0,2020,1,57,0,0,52,0,1,0,0,3249,0,0,1,1,1,0,0,0,0,0,2,228,10,200,"KIM, Young",K000397,1962,,1,1,1,1,1,22,11,10,3,0,5,5,5,5,0,4.218045,1,1,1,1,1,22,11,10,3,0,5,5,5,5,0,3.914704,1.460171,2.680990,3,28,9,17,16,1,28,9,17,16,1,1.480138,2.849764,3,1.715263,1.462794,8
11378,"Krishnamoorthi, Raja",21730,118,2023,IL,8,1,2016,0,57,0,0,17,0,0,0,0,3249,0,0,0,0,0,0,0,1,1,0,4,220,109,100,"KRISHNAMOORTHI, S. Raja",K000391,1973,,1,1,1,1,1,19,0,0,0,0,1,0,0,0,0,0.340400,1,1,1,1,1,19,0,1,1,1,1,0,0,0,0,0.696136,0.534528,1.302336,2,21,2,1,2,2,21,1,1,1,1,0.503981,0.675423,2,0.415822,0.999659,61
11379,"Kuster, Ann",21340,118,2023,NH,2,1,2012,1,56,0,0,2,0,0,0,0,3136,0,0,0,0,0,0,0,0,1,0,6,220,144,100,"KUSTER, Ann McLane",K000382,1956,,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.257178,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.257178,0.542949,0.473669,1,23,0,1,0,0,23,0,1,0,0,0.508626,0.505634,2,2.368965,2.226500,146
11380,"Kustoff, David",21731,118,2023,TN,8,0,2016,0,74,1,0,9,0,0,0,0,5476,1,0,0,0,1,0,0,0,0,0,4,228,169,200,"KUSTOFF, David",K000392,1966,,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,0.645655,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,0.612266,1.202445,0.509184,2,22,1,1,1,0,22,1,1,1,0,1.224934,0.527094,2,0.188542,0.188542,175
11381,"LaHood, Darin",21562,118,2023,IL,16,0,2015,0,66,0,0,17,0,1,0,0,4356,1,0,1,0,1,0,0,0,0,0,5,228,15,200,"LaHOOD, Darin",L000585,1968,,1,0,0,0,0,28,4,5,3,2,1,1,1,1,1,3.800012,1,0,0,0,0,28,4,5,3,2,1,1,1,1,1,2.540200,1.472802,1.724740,3,30,4,5,6,3,30,4,5,6,3,1.487105,2.555309,3,0.806144,0.789595,27
11382,"LaLota, Nick",22337,118,2023,NY,1,0,2022,0,56,0,0,26,0,1,0,0,3136,0,0,0,0,1,0,0,0,0,1,1,228,13,200,"LALOTA, Nicholas",L000598,1978,,0,0,0,0,0,22,8,7,4,0,3,2,3,3,1,3.892044,0,0,0,0,0,22,8,7,4,0,3,2,3,3,1,3.129928,1.455961,2.149734,3,25,7,10,10,1,25,7,10,10,1,1.477816,2.633646,3,,,17
11383,"LaMalfa, Doug",21302,118,2023,CA,1,0,2012,0,62,1,0,52,0,1,0,0,3844,0,0,1,1,1,0,0,0,0,0,6,228,198,200,"LaMALFA, Doug",L000578,1960,,0,0,0,0,0,16,3,2,0,0,0,0,0,0,0,0.431253,0,0,0,0,0,16,3,3,1,1,0,0,0,0,0,0.841791,1.477012,0.569929,2,16,1,3,3,1,16,0,3,2,0,1.489427,0.289543,1,0.485969,0.656943,156
11384,"LaTurner, Jake",22130,118,2023,KS,2,0,2020,0,58,0,0,4,0,0,0,0,3364,1,0,1,0,1,0,0,0,0,0,2,228,223,200,"LATURNER, Jake",L000266,1988,,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.096921,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.096921,1.194025,0.081172,1,12,0,0,0,0,12,0,0,0,0,1.220290,0.079425,1,0.338841,0.296447,223
11385,"Lamborn, Doug",20704,118,2023,CO,5,0,2006,0,56,1,0,8,0,1,0,0,3136,0,0,1,0,1,0,0,0,0,0,9,228,212,200,"LAMBORN, Doug",L000564,1954,,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0.253352,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0.249851,1.489642,0.167725,1,9,0,2,1,0,9,0,2,1,0,1.496394,0.169308,1,0.084844,0.084844,214
11386,"Landsman, Greg",22338,118,2023,OH,1,1,2022,0,53,0,0,15,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,1,1,220,99,100,"LANDSMAN, Greg",L000601,1976,,0,0,0,0,0,16,2,2,0,0,0,0,0,0,0,0.373109,0,0,0,0,0,16,2,2,0,0,0,0,0,0,0,0.366106,0.521898,0.701490,2,16,0,2,2,0,16,0,2,2,0,0.497015,0.750699,2,,,107
11387,"Langworthy, Nicholas",22339,118,2023,NY,23,0,2022,0,65,0,0,26,0,0,0,0,4225,1,0,0,0,1,0,0,0,0,1,1,228,67,200,"LANGWORTHY, Nick",L000600,1981,,0,0,0,0,0,26,3,3,2,1,1,1,1,1,0,1.814273,0,0,0,0,0,26,3,3,2,1,1,1,1,1,0,1.451659,1.189814,1.220072,2,27,3,4,4,1,27,3,4,4,1,1.217968,1.489590,2,,,92
11388,"Larsen, Rick",20145,118,2023,WA,2,1,2000,0,60,0,0,10,0,0,0,0,3600,0,0,0,0,0,0,0,1,1,0,12,220,146,100,"LARSEN, Richard Ray (Rick)",L000560,1965,,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0.255784,0,0,0,0,0,16,1,2,1,1,0,0,0,0,0,0.669823,0.568210,1.178830,2,16,1,1,2,1,16,0,1,1,0,0.522559,0.489483,1,0.810689,1.240519,64
11389,"Larson, John",29908,118,2023,CT,1,1,1998,0,61,0,0,5,0,0,0,0,3721,1,0,1,0,0,0,0,1,1,0,13,220,212,100,"LARSON, John B.",L000557,1948,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0.572420,0.060471,1,4,0,0,0,0,4,0,0,0,0,0.524881,0.065948,1,0.131979,0.131979,212
11390,"Latta, Robert",20755,118,2023,OH,5,0,2007,0,67,1,0,15,0,1,0,0,4489,0,0,1,0,1,0,0,0,0,0,9,228,84,200,"LATTA, Robert E.",L000566,1956,,0,0,0,0,0,17,4,3,1,0,2,2,2,2,0,1.591073,0,0,0,0,0,17,4,3,2,1,2,2,2,2,0,1.862460,1.489642,1.250273,2,19,4,6,5,1,19,3,6,5,0,1.496394,1.063272,2,1.247964,1.115912,65
11391,"Lawler, Michael",22340,118,2023,NY,17,0,2022,0,50,0,0,26,0,0,0,0,2500,0,0,1,1,1,0,0,0,0,1,1,228,7,200,"LAWLER, Michael",L000599,1986,,3,0,0,0,0,50,7,6,3,0,5,2,5,4,1,4.399538,3,0,0,0,0,50,7,6,3,0,5,2,5,4,2,4.151863,1.189814,3.489504,3,58,7,9,11,2,58,7,9,11,1,1.217968,3.612196,3,,,6
11392,"Lee, Barbara",29778,118,2023,CA,12,1,1998,1,90,-1,-1,52,0,0,1,0,8100,1,0,1,1,0,0,0,1,1,0,13,220,110,100,"LEE, Barbara",L000551,1946,,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.339223,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.339223,0.572420,0.592612,2,40,0,0,0,0,40,0,0,0,0,0.524881,0.646287,2,2.491515,1.546127,115
11393,"Lee, Laurel",22341,118,2023,FL,15,0,2022,1,59,0,0,28,0,1,0,0,3481,0,0,0,0,1,0,0,0,0,1,1,228,35,200,"LEE, Laurel",L000597,1974,,0,0,0,0,0,15,5,5,3,0,1,0,1,1,1,2.504833,0,0,0,0,0,15,5,5,3,0,1,0,1,1,1,1.829690,1.455961,1.256689,2,16,4,5,6,1,16,4,5,6,1,1.477816,1.694956,3,,,68
11394,"Lee, Summer",22342,118,2023,PA,12,1,2022,1,56,0,-1,17,0,0,1,0,3136,0,0,1,1,0,0,0,1,1,1,1,220,38,100,"LEE, Summer",L000602,1987,,1,0,1,1,1,16,1,1,0,0,1,1,1,1,0,0.866756,1,0,1,1,1,16,1,1,0,0,1,1,1,1,0,0.768061,0.521898,1.471668,2,18,2,2,3,1,18,2,2,3,1,0.497015,1.743925,3,,,54
11395,"Lee, Susie",21938,118,2023,NV,3,1,2018,1,52,0,0,4,0,0,0,0,2704,1,0,0,0,0,0,0,0,1,0,3,220,20,100,"LEE, Susie",L000590,1966,,0,0,0,0,0,23,3,2,1,1,0,0,0,0,0,1.159217,0,0,0,0,0,23,3,2,1,1,0,0,0,0,0,0.846687,0.530318,1.596564,3,23,1,3,2,1,23,1,3,2,1,0.501659,2.310767,3,0.593821,0.568513,46
11396,"Leger Fernandez, Teresa",22131,118,2023,NM,3,1,2020,1,58,0,0,3,0,0,0,1,3364,1,0,0,0,0,0,0,1,1,0,2,220,56,100,"LEGER FERNANDEZ, Teresa",L000273,1959,,2,0,0,0,0,30,6,1,0,0,0,0,0,0,0,0.671117,2,0,0,0,0,30,6,1,0,0,0,0,0,0,0,0.667615,0.526108,1.268970,2,32,0,6,1,0,32,0,6,1,0,0.499337,1.344016,2,1.950450,1.793090,66
11397,"Lesko, Debbie",21757,118,2023,AZ,8,0,2018,1,97,1,0,9,0,0,0,0,9409,0,0,1,0,1,0,0,0,0,0,4,228,97,200,"LESKO, Debbie",L000589,1958,,0,0,0,0,0,24,2,2,0,0,2,2,2,2,0,1.370194,0,0,0,0,0,24,2,2,0,0,2,2,2,2,0,1.296414,1.202445,1.078148,2,26,2,4,4,0,26,2,4,4,0,1.224934,1.118586,2,0.263959,0.263959,104
11398,"Letlow, Julia",22157,118,2023,LA,5,0,2021,1,68,0,0,6,0,0,0,0,4624,1,0,0,0,1,0,0,0,0,0,2,228,173,200,"LETLOW, Julia",L000595,1981,,0,0,0,0,0,5,1,1,0,0,1,1,1,1,0,0.624521,0,0,0,0,0,5,1,1,0,0,1,1,1,1,0,0.587631,1.194025,0.492143,1,6,1,2,2,0,6,1,2,2,0,1.220290,0.511781,2,0.243543,0.201149,178
11399,"Levin, Mike",21939,118,2023,CA,49,1,2018,0,53,0,0,52,0,0,0,0,2809,0,0,0,0,0,0,0,1,1,0,3,220,45,100,"LEVIN, Mike",L000593,1978,,1,1,1,1,1,29,5,2,0,0,0,0,0,0,0,0.818712,1,1,1,1,1,29,5,2,1,1,0,0,0,0,0,1.111765,0.530318,2.096411,3,30,2,6,3,2,30,1,6,3,1,0.501659,1.632009,3,4.626650,3.498594,27
11400,"Lieu, Ted",21507,118,2023,CA,36,1,2014,0,70,0,0,52,0,0,0,0,4900,0,0,1,1,0,0,1,1,1,0,5,220,87,100,"LIEU, Ted",L000582,1969,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0.432683,0,0,0,0,0,50,0,1,1,1,0,0,0,0,0,0.850224,0.538739,1.578175,3,50,1,0,1,1,50,0,0,0,0,0.506303,0.854592,2,2.031354,1.873995,44
11401,"Lofgren, Zoe",29504,118,2023,CA,18,1,1994,1,66,0,0,52,0,0,0,0,4356,0,0,0,0,0,0,0,1,1,0,15,220,53,100,"LOFGREN, Zoe",L000397,1947,,0,0,0,0,0,14,1,1,0,0,1,1,1,1,0,0.702404,0,0,0,0,0,14,1,1,0,0,1,1,1,1,0,0.665514,0.580841,1.145777,2,15,1,2,2,0,15,1,2,2,0,0.529525,1.326480,2,1.600432,1.392894,68
11402,"Lopez, Greg",22380,118,2023,CO,4,0,2024,0,58,1,0,8,0,0,0,1,3364,0,0,0,0,1,0,0,1,0,1,1,228,226,200,"LOPEZ, Greg",L000604,1964,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,1.189814,0.029092,1,4,0,0,0,0,4,0,0,0,0,1.217968,0.028420,1,,,226
11403,"Loudermilk, Barry",21515,118,2023,GA,11,0,2014,0,63,1,0,14,0,1,0,0,3969,0,0,1,0,1,0,0,0,0,0,5,228,193,200,"LOUDERMILK, Barry D.",L000583,1963,,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0.473126,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0.462623,1.472802,0.314111,1,14,0,3,3,0,14,0,3,3,0,1.487105,0.318153,1,0.084844,0.084844,196
